Tychy,Ville,Rybacka,705,8,07-394
Lubartów,Ville,Kościelna,18,16,84-465
Czeladź,Ville,Tylna,577,46,74-108
Starachowice,Ville,Wojska Polskiego,906,4,94-900
Oława,Ville,Okrężna,58/53,19,36-648
Bielsko-Biała,Ville,Maczka,70/27,47,92-036
Racibórz,Ville,Korczaka,26,11,69-097
Piastów,Ville,Swierkowa,32,42,93-404
Chrzanów,Ville,Stycznia,02/34,11,77-569
Jarocin,Ville,Kalinowa,92/41,4,07-417
Tarnobrzeg,Ville,Orkana,70/79,1,32-871
Opole,Ville,Słowianska,59/08,27,38-645
Krosno,Ville,Odrzańska,89/90,27,40-405
Żywiec,Ville,Poprzeczna,79,28,32-612
Łowicz,Ville,Zacisze,792,39,29-799
Inowrocław,Ville,Górnicza,42/54,27,50-284
Starachowice,Ville,Prosta,01,6,63-611
Sanok,Ville,Kamienna,604,33,04-476
Otwock,Ville,Zachodnia,04,26,34-441
Siemianowice Śląskie,Ville,Strumykowa,89/80,18,51-110
Bielawa,Ville,Złota,348,44,01-564
Płock,Ville,Mokra,13/59,1,65-385
Tarnobrzeg,Ville,Lotnicza,697,24,35-632
Świdnica,Ville,Akacjowa,39,38,07-342
Nowy Dwór Mazowiecki,Ville,Solidarnosci,866,47,88-664
Polkowice,Ville,Piastowska,54/30,29,95-268
Kwidzyn,Ville,Bolesława Krzywoustego,045,45,12-620
Wałcz,Ville,Storczykowa,22,21,76-146
Szczecinek,Ville,Żabia,27,19,07-417
Otwock,Ville,Traugutta,37,50,91-184
Bolesławiec,Ville,Dolna,591,29,73-375
Bielawa,Ville,Kasztanowa,752,11,58-267
Kielce,Ville,Wilcza,546,34,30-296
Wągrowiec,Ville,Moniuszki,523,41,39-393
Oława,Ville,Wiejska,951,4,28-462
Stargard Szczeciński,Ville,Śląska,948,2,32-558
Leszno,Ville,Słowicza,62,8,15-628
Szczecinek,Ville,Okrzei,503,22,97-476
Włocławek,Ville,Kraszewskiego,75,50,03-351
Radomsko,Ville,Górna,70/00,4,38-073
Polkowice,Ville,Kościuszki,57/22,48,73-642
Pruszcz Gdański,Ville,Kilińskiego,08,33,56-901
Bielsko-Biała,Ville,Porzeczkowa,46,18,25-155
Łódź,Ville,Kielecka,44,37,11-644
Dzierżoniów,Ville,Sowia,95,27,37-228
Ełk,Ville,Grabowa,496,18,77-433
Ruda Śląska,Ville,Mazurska,591,7,96-811
Warszawa,Ville,Nowa,03,17,18-588
Piaseczno,Ville,Pałacowa,92,13,68-927
Bielsk Podlaski,Ville,Powstańców Wielkopolskich,11/40,13,47-372
Pruszcz Gdański,Ville,Osiedlowa,98/33,12,01-388
Legionowo,Ville,Wieniawskiego,000,3,01-648
Tczew,Ville,Jaśminowa,13,13,66-079
Siedlce,Ville,Lisia,733,16,71-354
Bartoszyce,Ville,Swierkowa,60,5,03-437
Luboń,Ville,Letnia,09,47,33-678
Białogard,Ville,Skargi,38,19,58-946
Brodnica,Ville,Łąkowa,40/74,45,79-812
Reda,Ville,Łabędzia,081,49,78-415
Marki,Ville,Batalionów Chłopskich,938,32,99-778
Kędzierzyn-Koźle,Ville,Głowackiego,66,37,58-083
Nowy Dwór Mazowiecki,Ville,Boczna,620,28,86-779
Mysłowice,Ville,Rózana,89/32,17,83-782
Radom,Ville,Cisowa,708,21,97-612
Nowy Dwór Mazowiecki,Ville,Wojska Polskiego,06/68,45,68-111
Katowice,Ville,Średnia,090,1,12-511
Sosnowiec,Ville,Malinowa,26,46,81-713
Żyrardów,Ville,Letniskowa,71,15,19-165
Biała Podlaska,Ville,Osiedlowa,420,50,25-089
Śrem,Ville,Borowa,47/99,27,82-256
Gdynia,Ville,Bursztynowa,26/34,14,76-059
Brzeg,Ville,Powstańców Wielkopolskich,81,1,90-663
Szczecinek,Ville,Kościuszki,38,26,07-195
Będzin,Ville,Konopnickiej,20/02,22,74-284
Chełm,Ville,Zaciszna,72/28,3,63-054
Brzeg,Ville,Wiązowa,459,16,92-659
Tarnobrzeg,Ville,Wyspiańskiego,74/09,14,04-898
Katowice,Ville,Nowa,01,23,36-988
Legionowo,Ville,Hallera,48/31,11,42-629
Zielona Góra,Ville,Zakątek,566,4,56-813
Wągrowiec,Ville,Żabia,243,7,40-057
Rzeszów,Ville,Podgórna,26,20,62-200
Kwidzyn,Ville,Kreta,77,27,04-915
Kościerzyna,Ville,Jana Sobieskiego,217,18,71-185
Goleniów,Ville,Kowalska,99,8,70-197
Giżycko,Ville,Turystyczna,15,38,23-675
Piekary Śląskie,Ville,Kościelna,25,41,61-226
Wieluń,Ville,Żeglarska,30,32,24-137
Łódź,Ville,Lubelska,44/54,27,54-816
Wrocław,Ville,Traugutta,563,39,68-517
Turek,Ville,Irysowa,40,14,51-432
Brodnica,Ville,Tulipanowa,80,18,36-362
Nowy Sącz,Ville,Perłowa,51,49,42-089
Szczecinek,Ville,Gołębia,55,40,08-596
Słupsk,Ville,Popiełuszki,33/77,24,25-117
Żary,Ville,Poniatowskiego,86/55,26,24-006
Gorlice,Ville,Spacerowa,085,48,13-108
Gniezno,Ville,Mieszka I,43,15,06-105
Zielona Góra,Ville,Plażowa,90,27,12-566
Gliwice,Ville,Zielna,76/35,26,17-615
Ostrowiec Świętokrzyski,Ville,Sybiraków,47,42,88-452
Kraśnik,Ville,Nadrzeczna,263,41,25-752
Racibórz,Ville,Wrocławska,73,9,92-192
Szczytno,Ville,Kasprowicza,19,29,55-303
Żory,Ville,Miła,758,29,26-568
Puławy,Ville,Strumykowa,55,4,15-304
Kętrzyn,Ville,Lawendowa,693,17,38-992
Chełm,Ville,Rolnicza,08/11,44,70-423
Swarzędz,Ville,Widok,55,9,27-922
Czeladź,Ville,Makuszyńskiego,12/70,4,53-227
Żagań,Ville,Modrzewiowa,870,19,80-921
Nowy Targ,Ville,Sikorskiego,42,8,31-830
Koło,Ville,Wieniawskiego,85,22,49-921
Mikołów,Ville,Krótka,38,18,13-882
Piaseczno,Ville,Klasztorna,766,14,30-150
Oświęcim,Ville,Krakowska,50,17,83-542
Nowa Sól,Ville,Czarnieckiego,88,47,06-470
Jelenia Góra,Ville,Wyzwolenia,96/46,30,30-104
Wągrowiec,Ville,Myśliwska,21,29,68-547
Mysłowice,Ville,Krasińskiego,03,26,99-246
Mikołów,Ville,Złota,128,49,68-121
Nysa,Ville,Jana Sobieskiego,311,19,49-940
Czechowice-Dziedzice,Ville,Wiklinowa,84,7,94-900
Września,Ville,Grunwaldzka,33/17,22,89-720
Grudziądz,Ville,Prusa,039,19,56-933
Jawor,Ville,Wierzbowa,19,11,55-824
Stargard Szczeciński,Ville,Jesienna,587,50,42-646
Konin,Ville,Norwida,35/41,1,70-909
Knurów,Ville,Wysoka,27,40,82-823
Łaziska Górne,Ville,Traugutta,10,33,49-011
Biała Podlaska,Ville,Orla,72/05,32,91-881
Wałcz,Ville,Narcyzowa,482,25,81-044
Świdnica,Ville,Łanowa,815,45,34-997
Oświęcim,Ville,Waryńskiego,383,1,67-330
Jaworzno,Ville,Nowa,043,38,94-556
Ełk,Ville,Piękna,11/37,44,66-337
Gniezno,Ville,Krzywa,255,8,80-243
Grodzisk Mazowiecki,Ville,Kołłątaja,67,29,76-042
Skarżysko-Kamienna,Ville,Prosta,69,25,61-905
Gdynia,Ville,Księżycowa,95/30,35,53-969
Pszczyna,Ville,Głogowa,30/39,41,22-781
Tarnobrzeg,Ville,Owocowa,52,2,27-608
Toruń,Ville,Szkolna,13,50,62-924
Piaseczno,Ville,Ogrodowa,247,30,35-878
Gniezno,Ville,Sportowa,47,43,11-723
Tomaszów Mazowiecki,Ville,Kochanowskiego,62/12,49,76-785
Bytom,Ville,Gałczynskiego,06,4,96-254
Koszalin,Ville,Wróblewskiego,56/03,7,19-351
Kalisz,Ville,Świerczewskiego,75/75,44,03-423
Żory,Ville,Konstytucji 3 Maja,43,41,40-185
Gniezno,Ville,Broniewskiego,63,16,69-847
Białogard,Ville,Chabrowa,799,26,50-341
Kutno,Ville,Ściegiennego,46,3,11-763
Elbląg,Ville,Plater,195,29,25-707
Ełk,Ville,Sokola,06,46,80-046
Gdynia,Ville,Handlowa,069,8,07-895
Augustów,Ville,Średnia,26/56,31,37-296
Zabrze,Ville,Lwowska,57/33,47,36-725
Tarnowskie Góry,Ville,Głowackiego,14,23,32-033
Radomsko,Ville,Lawendowa,88,39,94-658
Mława,Ville,Kasztanowa,494,29,45-902
Czeladź,Ville,Kościuszki,15/97,48,35-684
Włocławek,Ville,Wróblewskiego,235,46,38-220
Bydgoszcz,Ville,Słoneczna,999,10,18-301
Gniezno,Ville,Dworska,20,10,12-818
Reda,Ville,Wilcza,237,30,64-637
Gorzów Wielkopolski,Ville,Strzelecka,021,49,76-939
Mińsk Mazowiecki,Ville,Okulickiego,230,38,52-364
Tarnobrzeg,Ville,Parkowa,45/99,33,29-777
Kraśnik,Ville,Poniatowskiego,356,36,50-511
Otwock,Ville,Reymonta,15/41,7,84-132
Legnica,Ville,Sarnia,68,28,15-693
Tychy,Ville,Warszawska,48/51,21,61-805
Gorzów Wielkopolski,Ville,Jana,788,48,99-758
Żagań,Ville,Andersa,52/75,43,08-126
Wągrowiec,Ville,Północna,69,8,11-243
Legnica,Ville,Śląska,90,24,01-303
Dzierżoniów,Ville,Piłsudskiego,804,40,56-765
Oława,Ville,Szkolna,045,33,55-654
Brzeg,Ville,Radosna,01/69,20,07-249
Rzeszów,Ville,Wiejska,78,21,14-814
Ełk,Ville,Czarnieckiego,62,31,36-481
Brzeg,Ville,Skłodowskiej-Curie,03,3,29-038
Zgorzelec,Ville,Sadowa,891,23,84-966
Wałbrzych,Ville,Borówkowa,134,26,58-798
Zgorzelec,Ville,Krokusowa,49/47,10,31-171
Bydgoszcz,Ville,Jana,905,6,99-863
Elbląg,Ville,Topolowa,48/16,19,25-455
Kalisz,Ville,Grabowa,46,2,95-995
Wieluń,Ville,Hutnicza,82,43,34-625
Kętrzyn,Ville,Wiejska,82/45,39,63-292
Ostrów Wielkopolski,Ville,Kolorowa,53/80,5,75-765
Żory,Ville,Gałczynskiego,72,49,61-920
Pszczyna,Ville,Orzechowa,54,20,02-259
Reda,Ville,Perłowa,862,19,53-686
Września,Ville,Wiklinowa,907,41,93-960
Leszno,Ville,Działkowa,42/08,33,11-764
Otwock,Ville,Sportowa,42,32,27-188
Nowy Sącz,Ville,Długosza,96/75,19,30-354
Bydgoszcz,Ville,Jana,09/15,15,35-798
Poznań,Ville,Krzywa,71/83,40,32-963
Jawor,Ville,Borowa,63/55,7,95-939
Czerwionka-Leszczyny,Ville,Solidarnosci,36,3,81-356
Łowicz,Ville,Jaśminowa,21,40,56-398
Białogard,Ville,Wiśniowa,047,45,93-673
Konin,Ville,Swierkowa,72,14,97-560
Słupsk,Ville,Słowackiego,59/45,14,81-155
Gliwice,Ville,Cmentarna,27,11,89-842
Pruszcz Gdański,Ville,Jagodowa,830,9,91-083
Śrem,Ville,Agrestowa,271,2,88-928
Piaseczno,Ville,Górska,92/33,42,33-101
Mysłowice,Ville,Nałkowskiej,598,20,76-718
Giżycko,Ville,Wodna,64,50,97-291
Oleśnica,Ville,Rumiankowa,342,35,88-931
Jastrzębie-Zdrój,Ville,Norwida,30,34,27-385
Świebodzice,Ville,Słoneczna,64,9,91-970
Zgierz,Ville,Żurawia,88/43,46,17-715
Police,Ville,Polna,207,46,57-839
Ruda Śląska,Ville,Broniewskiego,673,39,77-377
Starachowice,Ville,Wieniawskiego,03,46,45-146
Ostrołęka,Ville,Przechodnia,498,14,36-631
Pruszków,Ville,Dąbrowskiego,55,11,63-271
Knurów,Ville,Krasickiego,82/66,33,43-261
Ciechanów,Ville,Popiełuszki,00/71,46,21-169
Tarnobrzeg,Ville,Jagiellońska,569,28,48-065
Turek,Ville,Kolonia,78,23,24-983
Zduńska Wola,Ville,Szeroka,095,6,19-569
Nowy Dwór Mazowiecki,Ville,Krzywa,23,1,83-125
Bielawa,Ville,Baczynskiego,179,50,74-376
Sopot,Ville,Jagodowa,000,32,22-448
Ruda Śląska,Ville,Mostowa,85/90,14,67-591
Legnica,Ville,Azaliowa,09/46,8,21-950
Kalisz,Ville,Składowa,98,2,56-114
Szczecin,Ville,Lisia,07,24,93-817
Dzierżoniów,Ville,Klonowa,81/10,1,68-861
Świecie,Ville,Chełmońskiego,908,1,57-942
Sopot,Ville,Harcerska,79,16,45-987
Łaziska Górne,Ville,Letniskowa,50/70,41,31-538
Łódź,Ville,Reja,26,27,23-832
Ciechanów,Ville,Morcinka,507,20,90-882
Leszno,Ville,Niepodległości,94,17,21-263
Gdańsk,Ville,Wyspiańskiego,409,25,63-846
Oleśnica,Ville,Kościuszki,78,7,47-165
Pabianice,Ville,Sokola,98/98,37,99-451
Nowy Sącz,Ville,Jaśminowa,163,10,61-858
Piaseczno,Ville,Narcyzowa,51,24,99-883
Września,Ville,Brzechwy,610,44,32-025
Zgorzelec,Ville,Fiołkowa,48/17,13,48-605
Chojnice,Ville,Baczynskiego,03,11,33-407
Krotoszyn,Ville,Okrężna,285,23,94-880
Zambrów,Ville,Koralowa,395,35,76-386
Kłodzko,Ville,Turkusowa,13,22,10-354
Piekary Śląskie,Ville,Sosnowa,31/11,49,33-557
Jelenia Góra,Ville,Parkowa,694,27,06-698
Skarżysko-Kamienna,Ville,Krzywa,77,9,73-667
Zawiercie,Ville,Głowackiego,11,7,65-116
Chełm,Ville,Urocza,65,35,87-150
Żary,Ville,Rzemieślnicza,20/43,18,16-932
Łowicz,Ville,Lotnicza,78/91,31,36-720
Jaworzno,Ville,Jaskółcza,00/02,39,24-284
Świebodzice,Ville,Reymonta,054,46,32-144
Goleniów,Ville,Cicha,19/50,41,13-110
Piła,Ville,Kossaka,215,13,89-723
Jaworzno,Ville,Lipca,395,43,02-386
Warszawa,Ville,Szkolna,52/61,25,92-189
Reda,Ville,Starowiejska,80/72,24,57-865
Iława,Ville,Rynek,906,36,07-498
Ząbki,Ville,Gołębia,53/46,41,83-094
Zakopane,Ville,Piłsudskiego,37,1,25-399
Elbląg,Ville,Jagodowa,26,29,34-239
Sieradz,Ville,Strażacka,81/54,35,80-433
Lębork,Ville,Rubinowa,51,40,46-660
Augustów,Ville,Krasickiego,84,27,61-077
Świdnica,Ville,Norwida,43/86,38,93-769
Kętrzyn,Ville,Lisia,83/28,34,68-225
Starachowice,Ville,Nałkowskiej,82/21,9,18-405
Myszków,Ville,Rzeczna,69/72,7,02-693
Opole,Ville,Chmielna,33,23,60-200
Reda,Ville,Batalionów Chłopskich,33/05,14,71-506
Ostrów Wielkopolski,Ville,Towarowa,92,4,11-268
Zielona Góra,Ville,Wspólna,901,2,55-421
Starachowice,Ville,Letnia,71,8,43-655
Jastrzębie-Zdrój,Ville,Partyzantów,554,21,33-160
Starachowice,Ville,Wyzwolenia,19,24,29-880
Oława,Ville,Reja,584,37,69-391
Żagań,Ville,Rózana,52/33,8,82-715
Białogard,Ville,Piastowska,26/58,43,18-721
Zgierz,Ville,Orzeszkowej,427,31,61-499
Olsztyn,Ville,Wybickiego,61/86,27,52-740
Włocławek,Ville,Skłodowskiej-Curie,49,24,86-609
Mińsk Mazowiecki,Ville,Swierkowa,22/43,45,99-396
Piotrków Trybunalski,Ville,Chabrowa,07,5,17-824
Pruszków,Ville,Kreta,75,4,53-423
Mława,Ville,Nadbrzeżna,38,10,87-580
Zakopane,Ville,Łączna,24/63,16,14-713
Piotrków Trybunalski,Ville,Nowa,356,21,42-159
Kłodzko,Ville,Starowiejska,928,18,23-098
Szczytno,Ville,Batalionów Chłopskich,883,43,50-996
Wałcz,Ville,Kossaka,98,17,76-709
Siemianowice Śląskie,Ville,Owocowa,85,25,74-525
Ostrołęka,Ville,Górska,947,1,42-577
Reda,Ville,Makowa,85/23,14,59-936
Mława,Ville,Lelewela,53,38,63-963
Tomaszów Mazowiecki,Ville,Drzymały,69,8,33-599
Mikołów,Ville,Rzemieślnicza,53/46,33,11-861
Mielec,Ville,Żwirki i Wigury,016,34,96-331
Nowy Targ,Ville,Świerczewskiego,59/97,42,07-242
Czerwionka-Leszczyny,Ville,Kielecka,61/41,48,21-363
Mysłowice,Ville,Maja,07/96,26,59-994
Wałcz,Ville,Kusocińskiego,71/50,11,32-119
Żory,Ville,Grabowa,870,47,06-871
Gliwice,Ville,Jasna,78,27,94-661
Kościerzyna,Ville,Dąbrowskiego,796,33,67-148
Piastów,Ville,Wróblewskiego,23,12,60-565
Lubin,Ville,Szymanowskiego,79,8,58-811
Skierniewice,Ville,Baczynskiego,557,38,58-715
Polkowice,Ville,Krasińskiego,300,19,89-394
Swarzędz,Ville,Handlowa,77/09,2,03-048
Siedlce,Ville,Rolna,969,37,80-561
Nowy Targ,Ville,Dąbrowskiej,46/74,47,39-547
Reda,Ville,Tęczowa,27/35,21,06-016
Kętrzyn,Ville,Łabędzia,29/72,8,87-013
Legnica,Ville,Rybacka,97/18,10,13-089
Kielce,Ville,Wyspiańskiego,801,36,09-185
Cieszyn,Ville,Klasztorna,587,45,97-115
Koło,Ville,Wojciecha,35,22,48-391
Włocławek,Ville,Stolarska,26,27,67-232
Augustów,Ville,Wiejska,50,49,60-806
Toruń,Ville,Fabryczna,28/67,44,61-051
Nowa Ruda,Ville,Stroma,13,6,87-061
Lubin,Ville,Sadowa,71/35,34,04-931
Łuków,Ville,Jarzębinowa,755,18,72-733
Radom,Ville,Słonecznikowa,749,35,36-569
Gdańsk,Ville,Andersa,568,23,25-681
Siedlce,Ville,Północna,06,40,98-690
Nowa Ruda,Ville,Szczęśliwa,98,22,34-569
Ostrowiec Świętokrzyski,Ville,Stycznia,07/30,32,09-111
Żary,Ville,Zdrojowa,264,35,31-890
Bartoszyce,Ville,Wąska,54,25,52-934
Reda,Ville,Maczka,11,40,75-231
Żyrardów,Ville,Krasickiego,292,8,32-531
Mława,Ville,Lipca,314,27,39-637
Nowy Dwór Mazowiecki,Ville,Jadwigi,755,45,84-702
Bydgoszcz,Ville,Kołłątaja,51,4,17-311
Białogard,Ville,Okrężna,72/79,23,52-201
Sieradz,Ville,Grzybowa,53/00,20,76-673
Mikołów,Ville,Nadbrzeżna,31,24,39-101
Puławy,Ville,Złota,331,48,79-511
Krotoszyn,Ville,Jaskółcza,31,27,73-187
Bolesławiec,Ville,Stefana Batorego,78,16,03-820
Mielec,Ville,Rzemieślnicza,674,33,84-624
Cieszyn,Ville,Kossaka,39/83,22,15-146
Płock,Ville,Zamkowa,50/76,22,97-573
Krosno,Ville,Bydgoska,08,33,34-484
Łomża,Ville,Podwale,758,50,24-257
Chojnice,Ville,Kielecka,688,19,99-098
Giżycko,Ville,Lotnicza,92,50,61-532
Stalowa Wola,Ville,Świerczewskiego,412,33,56-529
Piotrków Trybunalski,Ville,Rejtana,50,44,41-459
Jasło,Ville,Rycerska,07,3,79-254
Sosnowiec,Ville,Gajowa,80,29,32-583
Kętrzyn,Ville,Zdrojowa,159,35,59-575
Bydgoszcz,Ville,Willowa,57/65,48,32-583
Zabrze,Ville,Nadbrzeżna,34/44,49,13-365
Będzin,Ville,Kasztanowa,49,48,62-666
Pszczyna,Ville,Szafirowa,81,18,71-266
Augustów,Ville,Kilińskiego,12/55,41,47-597
Kluczbork,Ville,Pocztowa,94/42,22,52-125
Świecie,Ville,Tulipanowa,74/90,46,13-101
Pruszków,Ville,Miarki,928,15,48-332
Tarnów,Ville,Kielecka,909,40,01-113
Dąbrowa Górnicza,Ville,Łąkowa,72/68,17,45-177
Tarnowskie Góry,Ville,Borowa,296,41,66-100
Skarżysko-Kamienna,Ville,Partyzantów,75/65,4,02-084
Świdnik,Ville,Sarnia,18/62,11,98-748
Kwidzyn,Ville,Mickiewicza,137,49,75-307
Oława,Ville,Młyńska,41,38,75-731
Ostróda,Ville,Drzymały,30/14,30,33-306
Koszalin,Ville,Bankowa,24,19,67-325
Opole,Ville,Wieniawskiego,51/13,48,70-715
Gorlice,Ville,Brzoskwiniowa,57/84,42,52-474
Września,Ville,Powstańców Śląskich,50,25,97-692
Skarżysko-Kamienna,Ville,Plater,42/21,17,16-936
Chorzów,Ville,Średnia,39/32,34,17-251
Mielec,Ville,Jesienna,52/92,46,68-556
Biłgoraj,Ville,Błękitna,89/89,26,99-440
Tarnobrzeg,Ville,Dąbrowskiej,09,48,02-649
Bydgoszcz,Ville,Młyńska,08/80,49,48-830
Olkusz,Ville,Brzechwy,41,15,52-240
Włocławek,Ville,Maja,60,30,67-716
Nowy Dwór Mazowiecki,Ville,Korczaka,15/94,50,53-125
Turek,Ville,Zielona,401,38,91-603
Otwock,Ville,Zaciszna,95/53,35,98-761
Tczew,Ville,Jana Sobieskiego,698,35,64-739
Piaseczno,Ville,Majowa,13/55,24,83-874
Iława,Ville,Żurawia,70/34,16,88-930
Pruszcz Gdański,Ville,Spacerowa,83,41,04-488
Goleniów,Ville,Bałtycka,478,48,49-563
Sochaczew,Ville,Pułaskiego,08,2,44-032
Biłgoraj,Ville,Narutowicza,195,2,37-071
Tczew,Ville,Wyszyńskiego,07,23,71-992
Siemianowice Śląskie,Ville,Grzybowa,80/61,11,36-243
Żywiec,Ville,Wypoczynkowa,46/72,43,70-301
Zielona Góra,Ville,Strażacka,325,45,18-618
Siedlce,Ville,Lisia,413,24,13-408
Inowrocław,Ville,Kusocińskiego,144,2,91-182
Pruszków,Ville,Piłsudskiego,028,12,55-519
Bełchatów,Ville,Rózana,72/20,6,14-712
Łódź,Ville,Wysoka,96/91,20,10-435
Gorlice,Ville,Wyspiańskiego,43/22,20,87-721
Luboń,Ville,Bolesława Chrobrego,37,36,37-209
Katowice,Ville,Szkolna,93,12,33-798
Sosnowiec,Ville,Sarnia,38,46,42-296
Koło,Ville,Porzeczkowa,068,41,85-800
Tarnobrzeg,Ville,Powstańców Śląskich,69,21,67-477
Olsztyn,Ville,Asnyka,28,21,70-227
Stalowa Wola,Ville,Browarna,99/40,29,15-819
Nowa Sól,Ville,Chopina,53,36,64-389
Żary,Ville,Liliowa,24,5,74-908
Mysłowice,Ville,Słowackiego,59,11,91-342
Bielsk Podlaski,Ville,Jabłoniowa,93,7,31-979
Chorzów,Ville,Wyspiańskiego,090,11,74-898
Nowy Targ,Ville,Zielona,981,17,12-229
Czechowice-Dziedzice,Ville,Swierkowa,91/84,14,92-895
Zgierz,Ville,Reymonta,438,36,37-653
Skawina,Ville,Bukowa,938,11,29-265
Mysłowice,Ville,Krótka,89/96,6,63-816
Wałbrzych,Ville,Krasickiego,98,21,56-453
Giżycko,Ville,Krzywa,13,45,47-167
Grodzisk Mazowiecki,Ville,Rolna,849,41,25-589
Jelenia Góra,Ville,Jabłoniowa,28/28,16,19-267
Łaziska Górne,Ville,Kruczkowskiego,78/12,23,66-462
Wieluń,Ville,Szewska,883,28,53-351
Kołobrzeg,Ville,Bukowa,026,30,43-192
Włocławek,Ville,Konarskiego,53/29,47,63-175
Lubliniec,Ville,Poziomkowa,13,4,58-668
Gdańsk,Ville,Rubinowa,92/21,45,54-983
Kołobrzeg,Ville,Daszyńskiego,396,22,38-364
Biała Podlaska,Ville,Młynarska,60/70,5,05-945
Ostrowiec Świętokrzyski,Ville,Szeroka,67/01,50,74-929
Żywiec,Ville,Żabia,607,14,01-464
Kołobrzeg,Ville,Piekarska,48,2,73-163
Chojnice,Ville,Tulipanowa,507,33,55-466
Gliwice,Ville,Sowia,34/44,33,76-406
Świdnica,Ville,Grottgera,75,13,95-018
Inowrocław,Ville,Myśliwska,72,35,92-192
Zambrów,Ville,Władysława Łokietka,180,2,70-858
Mielec,Ville,Radosna,90/99,19,99-820
Legionowo,Ville,Mazowiecka,106,45,63-724
Warszawa,Ville,Kwiatowa,41,49,14-868
Radomsko,Ville,Konwaliowa,50,11,91-141
Piastów,Ville,Morska,16/95,28,07-023
Brzeg,Ville,Sowia,993,45,79-458
Jarosław,Ville,Orkana,84,18,91-150
Koło,Ville,Jeziorna,63/02,43,70-667
Oława,Ville,Fabryczna,41,38,11-439
Koło,Ville,Wschodnia,19,34,32-226
Będzin,Ville,Batalionów Chłopskich,44/88,32,48-944
Świdnik,Ville,Skłodowskiej-Curie,308,33,10-851
Zielona Góra,Ville,Cmentarna,73,21,87-041
Żory,Ville,Letnia,068,30,44-879
Kalisz,Ville,Krucza,944,1,52-391
Biała Podlaska,Ville,Szkolna,01,23,74-176
Sieradz,Ville,Armii Krajowej,17,32,89-877
Olsztyn,Ville,Miłosza,69/86,32,96-516
Kielce,Ville,Morcinka,831,28,87-292
Kołobrzeg,Ville,Zacisze,64/53,24,98-617
Wągrowiec,Ville,Rzemieślnicza,847,29,52-569
Wągrowiec,Ville,Miarki,31/05,44,89-853
Kętrzyn,Ville,Słowianska,94,34,33-590
Żywiec,Ville,Strażacka,36/74,48,65-492
Radomsko,Ville,Plażowa,780,7,13-482
Ostrowiec Świętokrzyski,Ville,Harcerska,649,13,55-099
Nowa Ruda,Ville,Zacisze,586,37,67-643
Lubartów,Ville,Kościelna,24,41,14-919
Bielsk Podlaski,Ville,Głogowa,25/35,5,09-792
Chorzów,Ville,Robotnicza,17/16,17,43-200
Żary,Ville,Strzelecka,872,3,65-924
Chrzanów,Ville,Jesienna,15/19,9,63-305
Racibórz,Ville,Sportowa,68,1,75-320
Kłodzko,Ville,Kamienna,289,6,52-196
Piekary Śląskie,Ville,Księżycowa,070,41,51-487
Racibórz,Ville,Wilcza,729,35,06-067
Wodzisław Śląski,Ville,Sokola,75,8,86-139
Świdnica,Ville,Makuszyńskiego,03/43,44,15-668
Szczytno,Ville,Letnia,43/67,47,40-757
Augustów,Ville,Miłosza,99/95,9,89-875
Siemianowice Śląskie,Ville,Kruczkowskiego,11/08,37,85-400
Piaseczno,Ville,Lubelska,35,45,99-159
Żory,Ville,Paderewskiego,618,5,81-498
Zabrze,Ville,Sawickiej,46/09,2,56-990
Oświęcim,Ville,Morcinka,652,35,23-435
Gorlice,Ville,Grabowa,053,30,43-532
Sopot,Ville,Miłosza,58,41,39-729
Biłgoraj,Ville,Wróblewskiego,25/63,22,98-774
Starogard Gdański,Ville,Jagiellońska,467,17,52-314
Łuków,Ville,Władysława Jagiełły,220,48,19-163
Nowy Sącz,Ville,Paderewskiego,918,31,83-481
Ruda Śląska,Ville,Południowa,615,40,63-260
Pruszcz Gdański,Ville,Letnia,932,41,18-827
Tomaszów Mazowiecki,Ville,Wiatraczna,95/31,23,36-444
Świdnik,Ville,Kolorowa,786,2,64-679
Sieradz,Ville,Kołłątaja,80/18,30,40-535
Nowy Dwór Mazowiecki,Ville,Drzymały,384,10,30-530
Tczew,Ville,Stefana Batorego,45,48,12-154
Żary,Ville,Gołębia,031,41,08-498
Swarzędz,Ville,Traugutta,102,26,32-672
Malbork,Ville,Gałczynskiego,45,10,26-782
Bochnia,Ville,Glówna,15,12,20-438
Dębica,Ville,Tylna,13/06,6,52-232
Ostrowiec Świętokrzyski,Ville,Zielona,822,37,82-700
Żyrardów,Ville,Stawowa,071,43,33-893
Opole,Ville,Wrzosowa,038,1,40-747
Dębica,Ville,Słowicza,23/04,35,46-636
Kalisz,Ville,Łąkowa,47,37,44-940
Białystok,Ville,Częstochowska,98/56,7,93-003
Police,Ville,Okrzei,244,50,73-149
Ostróda,Ville,Miodowa,66/87,38,10-117
Zgierz,Ville,Waryńskiego,07/60,11,54-041
Wołomin,Ville,Piaskowa,30,6,05-227
Mielec,Ville,Wierzbowa,483,13,49-993
Marki,Ville,Klonowa,924,13,99-590
Wejherowo,Ville,Daszyńskiego,753,17,31-372
Koszalin,Ville,Wodna,43,41,87-594
Pabianice,Ville,Mazowiecka,01,38,28-554
Olkusz,Ville,Srebrna,25/80,23,11-924
Jarosław,Ville,Tęczowa,03/76,17,87-922
Ostrów Wielkopolski,Ville,Sikorskiego,912,21,87-207
